L.x,F.x,R.x,N.x,T.x,country,ID_fine,ID,plot.x,div.x,rich.x,L.y,F.y,R.y,N.y,T.y,div.y,rich.y,n_nh4,n_no3,ID_site,latitude,longitude,survey_year,code_country,sum_canopy,mean_temp,mean_summer_temp,mean_winter_temp,mean_precip,n,p,N.P,species_name,grp_tree_species,ID_siteplot
5.571428571428571,2.9523809523809526,1.5238095238095237,3.4285714285714284,2.904761904761904,France,1995_1_41_32,1995_1_41,32,2.1332107971934406,9,5.529411764705882,3.8823529411764706,4.647058823529412,3.1176470588235294,3.764705882352941,0.44375728426014843,3,1.0519354838709678,0.5893548387096774,1_41,45.452,2.5758,1995,1,NA,9.3,16.3,2.3,803,14.6,1.49,9.798657718120806,Picea abies,conifers,1_41_32
5.720000000000001,3.44,3.36,3.36,3.64,France,1995_1_41_33,1995_1_41,33,2.3424704979334248,11,5.705882352941177,3.911764705882353,4.742647058823529,3.036764705882353,3.7647058823529407,0.38511599008665637,5,1.0519354838709678,0.5893548387096774,1_41,45.452,2.5758,1995,1,NA,9.3,16.3,2.3,803,14.6,1.49,9.798657718120806,Picea abies,conifers,1_41_33
5.1808510638297856,4.191489361702128,3.2765957446808507,3.829787234042553,2.4574468085106385,France,1995_1_41_34,1995_1_41,34,2.7909207860659158,27,5.900552486187845,3.9779005524861875,4.922651933701657,3.011049723756906,3.911602209944751,0.18194217756430847,4,1.0519354838709678,0.5893548387096774,1_41,45.452,2.5758,1995,1,NA,9.3,16.3,2.3,803,14.6,1.49,9.798657718120806,Picea abies,conifers,1_41_34
4.953125,3.34375,3.078125,3.78125,3.046875,France,1995_1_41_35,1995_1_41,35,2.8930541953783795,20,4.70059880239521,3.191616766467066,3.940119760479042,3.2574850299401197,3.1137724550898205,0.7883182908711671,5,1.0519354838709678,0.5893548387096774,1_41,45.452,2.5758,1995,1,NA,9.3,16.3,2.3,803,14.6,1.49,9.798657718120806,Picea abies,conifers,1_41_35
5.846153846153847,3.076923076923077,2.653846153846154,3.384615384615385,3.076923076923077,France,1995_1_41_36,1995_1_41,36,1.860110332942956,7,4.741379310344827,3.4080459770114944,3.9827586206896552,3.2126436781609193,3.189655172413793,0.9493467013903706,7,1.0519354838709678,0.5893548387096774,1_41,45.452,2.5758,1995,1,NA,9.3,16.3,2.3,803,14.6,1.49,9.798657718120806,Picea abies,conifers,1_41_36
5.818181818181818,2.6666666666666665,2.9696969696969693,3.090909090909091,2.878787878787879,France,1995_1_41_37,1995_1_41,37,2.38686459369101,12,4.773006134969325,3.2515337423312882,3.9938650306748467,3.2208588957055215,3.1656441717791415,0.7310488753028859,6,1.0519354838709678,0.5893548387096774,1_41,45.452,2.5758,1995,1,NA,9.3,16.3,2.3,803,14.6,1.49,9.798657718120806,Picea abies,conifers,1_41_37
5.155555555555555,3.333333333333334,2.4444444444444446,3.466666666666667,3.0000000000000004,France,1995_1_41_38,1995_1_41,38,2.808085065252323,18,5.611111111111112,3.902777777777778,4.659722222222222,3.0625,3.694444444444444,0.6552961658760188,9,1.0519354838709678,0.5893548387096774,1_41,45.452,2.5758,1995,1,NA,9.3,16.3,2.3,803,14.6,1.49,9.798657718120806,Picea abies,conifers,1_41_38
6,0,2,3,0,France,1995_1_42_11,1995_1_42,11,0,1,4.549295774647888,4.657276995305163,3.507042253521126,2.075117370892019,1.1596244131455398,0.9437184911335519,7,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_11
6,0,2,3,0,France,1995_1_42_12,1995_1_42,12,0,1,3.9230769230769234,5.435897435897436,2.9230769230769234,2.153846153846154,2.4102564102564106,0.769825755507212,4,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_12
5.333333333333333,0,1.6666666666666665,2,1,France,1995_1_42_13,1995_1_42,13,1.0986122886681096,3,4.3532934131736525,4.898203592814371,3.3473053892215567,2.149700598802395,1.562874251497006,1.0871490215300608,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_13
6,0,2,3,0,France,1995_1_42_14,1995_1_42,14,0,1,3.8627450980392157,5.176470588235294,2.7450980392156863,2.4117647058823533,2.352941176470588,1.3762104715530348,7,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_14
6,0,2,3,0,France,1995_1_42_15,1995_1_42,15,0,1,3.729166666666667,3.680555555555556,2.902777777777778,2.4930555555555554,0.7916666666666666,1.2288186488859805,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_15
6,0,2,3,0,France,1995_1_42_17,1995_1_42,17,0,1,3.4013605442176873,4.380952380952381,2.5646258503401365,2.5102040816326534,1.7755102040816328,1.28047255344259,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_17
6,0,2,3,0,France,1995_1_42_18,1995_1_42,18,0,1,4.508928571428571,4.410714285714286,3.5,2.0892857142857144,0.8571428571428572,0.8320612472917166,4,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_18
6,0,2.2857142857142856,3,1.4285714285714284,France,1995_1_42_21,1995_1_42,21,0.5982695885852573,2,4.549295774647888,4.657276995305163,3.507042253521126,2.075117370892019,1.1596244131455398,0.9437184911335519,7,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_21
6,0,2,3,0,France,1995_1_42_22,1995_1_42,22,0,1,3.9230769230769234,5.435897435897436,2.9230769230769234,2.153846153846154,2.4102564102564106,0.769825755507212,4,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_22
5.636363636363636,0,2,2.454545454545454,1.4545454545454546,France,1995_1_42_23,1995_1_42,23,1.2882523050229002,4,4.3532934131736525,4.898203592814371,3.3473053892215567,2.149700598802395,1.562874251497006,1.0871490215300608,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_23
6,0,2.5,3,2.5,France,1995_1_42_24,1995_1_42,24,0.6931471805599453,2,3.8627450980392157,5.176470588235294,2.7450980392156863,2.4117647058823533,2.352941176470588,1.3762104715530348,7,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_24
6,0,2.5,3,2.5,France,1995_1_42_25,1995_1_42,25,0.6931471805599453,2,3.7465753424657535,3.726027397260274,2.8767123287671232,2.486301369863014,0.821917808219178,1.2843633062255777,7,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_25
6,0,2.5,3,2.5,France,1995_1_42_27,1995_1_42,27,0.6931471805599453,2,3.4013605442176873,4.380952380952381,2.5646258503401365,2.5102040816326534,1.7755102040816328,1.28047255344259,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_27
6,0,2,3,0,France,1995_1_42_28,1995_1_42,28,0,1,4.5,4.43859649122807,3.473684210526316,2.105263157894737,0.8771929824561404,0.9057834637497741,5,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_28
6,0,2.2857142857142856,3,1.4285714285714284,France,1995_1_42_31,1995_1_42,31,0.5982695885852573,2,4.549295774647888,4.657276995305163,3.507042253521126,2.075117370892019,1.1596244131455398,0.9437184911335519,7,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_31
6,0,2,3,0,France,1995_1_42_32,1995_1_42,32,0,1,3.9230769230769234,5.435897435897436,2.9230769230769234,2.153846153846154,2.4102564102564106,0.769825755507212,4,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_32
5.777777777777778,0,2.444444444444444,3,1.1111111111111112,France,1995_1_42_33,1995_1_42,33,0.9950269901795212,3,4.3532934131736525,4.898203592814371,3.3473053892215567,2.149700598802395,1.562874251497006,1.0871490215300608,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_33
6,0,2.5,3,2.5,France,1995_1_42_34,1995_1_42,34,0.6931471805599453,2,3.857142857142857,5.142857142857143,2.693877551020408,2.3469387755102042,2.285714285714286,1.260186035689893,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_34
6,0,2.7142857142857144,3,3.5714285714285716,France,1995_1_42_35,1995_1_42,35,0.5982695885852573,2,3.7465753424657535,3.726027397260274,2.8767123287671232,2.486301369863014,0.821917808219178,1.2843633062255777,7,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_35
6,0,2.5,3,2.5,France,1995_1_42_37,1995_1_42,37,0.6931471805599453,2,3.4013605442176873,4.380952380952381,2.5646258503401365,2.5102040816326534,1.7755102040816328,1.28047255344259,6,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_37
6,0,2,3,0,France,1995_1_42_38,1995_1_42,38,0,1,4.5,4.43859649122807,3.473684210526316,2.105263157894737,0.8771929824561404,0.9057834637497741,5,NA,NA,1_42,47.0033,4.0706,1995,1,NA,8.5,15.9,0.8,927,13.9,1.22,11.39344262295082,Picea abies,conifers,1_42_38
4.839041095890412,3.0308219178082183,3.3835616438356158,3.2636986301369864,1.2089041095890412,France,1995_1_43_11,1995_1_43,11,2.6730713261097203,28,6.063829787234043,4.042553191489362,4.042553191489362,2.723404255319149,2.5531914893617023,1.136024527295249,5,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_11
5.703703703703704,1.9555555555555555,2.8185185185185184,2.607407407407407,0.9444444444444445,France,1995_1_43_12,1995_1_43,12,1.9354472946372059,18,6,4,3.6666666666666665,2.333333333333333,2,1.0986122886681096,3,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_12
5.314393939393941,1.981060606060606,2.6893939393939394,1.871212121212121,0.9696969696969697,France,1995_1_43_13,1995_1_43,13,1.8801863418758074,18,6,4,2.625,2.125,2.625,0.7356219397587946,3,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_13
5.525714285714286,2.7771428571428567,3.2457142857142864,3.8971428571428564,0.8342857142857144,France,1995_1_43_14,1995_1_43,14,2.68623123342208,23,5.157894736842105,3.7894736842105257,3.1052631578947363,2.473684210526316,1.894736842105263,1.5279043787058466,5,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_14
5.328,4.136000000000001,3.9000000000000017,5.176000000000001,1.3160000000000003,France,1995_1_43_15,1995_1_43,15,3.125281718748612,36,6,4,3.6666666666666665,2.333333333333333,2,1.0986122886681096,3,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_15
5.128318584070796,3.030973451327433,3.075221238938053,2.1548672566371683,1.5973451327433632,France,1995_1_43_16,1995_1_43,16,2.223201631431346,18,5.777777777777778,4.222222222222221,2.5555555555555554,2.222222222222222,2.555555555555556,1.0027182645175161,4,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_16
5.508474576271185,2.9745762711864403,2.8728813559322033,2.4788135593220337,1.5296610169491522,France,1995_1_43_17,1995_1_43,17,2.561548177146153,25,5,5,2,2.5,2.5,0.6931471805599453,2,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_17
5.46153846153846,3.36094674556213,3.5384615384615383,3.556213017751478,1.2011834319526624,France,1995_1_43_18,1995_1_43,18,3.3867395054882605,39,5,5,2,2.5,2.5,0.6931471805599453,2,NA,NA,1_43,45.3512,6.4723,1995,1,NA,3.4,11.1,-4.2,1399,12.9,1.61,8.012422360248447,Picea abies,conifers,1_43_18
3.9297124600638975,3.9616613418530364,3.837060702875398,5.638977635782746,2.7987220447284344,France,1995_1_44_11,1995_1_44,11,3.0165948370663878,36,2.5925925925925926,3.5185185185185186,3.333333333333333,4.555555555555555,2.5185185185185186,1.7542723411164625,6,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_11
2.8739495798319323,4.806722689075629,3.0336134453781507,2.8193277310924367,2.8739495798319323,France,1995_1_44_12,1995_1_44,12,2.62705082820118,29,2.9999999999999996,3.869565217391304,3.0434782608695654,4.304347826086956,2.608695652173913,1.844766123277364,7,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_12
2.68421052631579,5.071052631578947,2.886842105263158,3.157894736842106,2.873684210526316,France,1995_1_44_13,1995_1_44,13,2.3853836732718805,32,3.071428571428571,3.357142857142857,3.714285714285714,4.5,3.142857142857143,1.2914167691452025,4,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_13
2.7326203208556152,4.2620320855615,2.2834224598930484,3.2085561497326203,1.3903743315508021,France,1995_1_44_14,1995_1_44,14,2.5943537188580486,27,3,4,3.5,3.75,1.5,1.3862943611198906,4,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_14
3.4693877551020407,5.045918367346941,4.030612244897959,4.974489795918368,2.1683673469387754,France,1995_1_44_15,1995_1_44,15,2.9674788222974526,32,3.1818181818181817,4.3181818181818175,4.090909090909091,4.454545454545454,3.0909090909090904,1.5649036983673206,5,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_15
3.258771929824561,4.956140350877192,4.135964912280701,4.517543859649125,3.026315789473684,France,1995_1_44_16,1995_1_44,16,3.225161173809601,39,3.1818181818181817,4.3181818181818175,4.090909090909091,4.681818181818182,3.0909090909090904,1.5649036983673206,5,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_16
2.928853754940712,4.940711462450591,3.221343873517787,3.750988142292491,2.4782608695652173,France,1995_1_44_17,1995_1_44,17,2.761437346796921,32,4.777777777777778,5.222222222222222,5.777777777777778,4.777777777777778,4.888888888888889,0.9950269901795212,3,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_17
3.7500000000000004,4.67,3.374999999999999,4.1850000000000005,2.8200000000000003,France,1995_1_44_18,1995_1_44,18,2.974216766148727,31,2.6666666666666665,3.333333333333333,2.6666666666666665,3.666666666666666,1,1.0986122886681096,3,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_18
4.398009950248756,3.8606965174129364,3.3084577114427876,5.171641791044777,3.049751243781095,France,1995_1_44_21,1995_1_44,21,3.1296458342881937,43,3.148148148148148,4.074074074074074,3.8888888888888893,4.5555555555555545,2.962962962962963,1.7542723411164625,6,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_21
4.231034482758621,4.6,3.899999999999999,4.410344827586208,3.927586206896552,France,1995_1_44_22,1995_1_44,22,3.052568808481364,40,3,3.8125,3.21875,4.3125,2.53125,1.913566161107761,7,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_22
3.971074380165289,4.929752066115703,3.9958677685950414,4.995867768595041,3.4338842975206614,France,1995_1_44_23,1995_1_44,23,3.258578890383598,37,4.642857142857143,4.880952380952381,5.595238095238095,4.833333333333333,5.119047619047619,0.8920364055375217,4,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_23
4.1125,4.1875,4.137499999999999,5.14375,2.6125,France,1995_1_44_24,1995_1_44,24,3.2443173438037354,33,3.0000000000000004,3.647058823529412,3.4117647058823533,3.7058823529411766,1.2352941176470589,1.3315743412543692,4,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_24
4.067307692307692,4.788461538461536,4.158653846153846,5.288461538461538,3.259615384615385,France,1995_1_44_25,1995_1_44,25,3.2464884254465924,34,4,4.842105263157895,4.894736842105262,4.526315789473683,3.7368421052631584,1.5279043787058466,5,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_25
4.183783783783784,5.005405405405406,4.697297297297299,5.513513513513513,3.005405405405405,France,1995_1_44_26,1995_1_44,26,3.709976370144133,43,3.454545454545454,4.181818181818182,4.227272727272727,4.681818181818182,3.2272727272727266,1.5649036983673206,5,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_26
3.7829787234042564,4.77446808510638,3.8382978723404264,5.072340425531914,3.4595744680851066,France,1995_1_44_27,1995_1_44,27,3.2809151324577166,41,4.666666666666666,5.333333333333333,5.666666666666666,4.666666666666666,4.333333333333333,1.0986122886681096,3,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_27
4.141414141414143,4.8232323232323235,4.7979797979797985,5.186868686868688,3.010101010101011,France,1995_1_44_28,1995_1_44,28,3.5369268779353575,43,1.7777777777777777,2.2222222222222223,1.7777777777777777,4.111111111111111,0.6666666666666666,0.9950269901795212,3,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_28
3.815789473684212,4.960526315789474,5.546052631578946,5.934210526315788,3.947368421052632,France,1995_1_44_71,1995_1_44,71,2.391701509562112,32,4.3,5.539999999999999,5.24,4.92,3.02,1.4107875578320437,8,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_71
4.484162895927601,4.796380090497737,3.1538461538461537,3.9321266968325794,4.832579185520362,France,1995_1_44_72,1995_1_44,72,1.9155895469155273,29,4.03921568627451,4.588235294117647,4.11764705882353,4.07843137254902,3.235294117647059,1.3762104715530348,7,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_72
3.663043478260869,5.043478260869566,5.728260869565219,5.402173913043478,3.956521739130435,France,1995_1_44_73,1995_1_44,73,2.746387910939645,26,4.643835616438356,5.438356164383562,5.657534246575342,4.767123287671234,4.273972602739727,1.3087579355815504,7,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_73
4.119496855345912,4.9119496855345925,5.18867924528302,5.201257861635223,4.440251572327045,France,1995_1_44_74,1995_1_44,74,2.0975810259053476,26,4.25,5.050000000000001,4.300000000000001,4.35,4,1.8444397270569681,7,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_74
3.6523809523809514,4.799999999999997,5.766666666666665,5.766666666666664,3.7142857142857135,France,1995_1_44_75,1995_1_44,75,1.6966051410017393,22,4.2682926829268295,5.829268292682928,5.853658536585366,4.804878048780488,3.463414634146342,0.9271819668166289,5,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_75
3.2764227642276427,4.7804878048780495,4.9349593495934965,5.463414634146343,3.0406504065040654,France,1995_1_44_76,1995_1_44,76,2.611799123080875,26,4.153846153846154,5.076923076923077,2.7692307692307696,3.153846153846154,3.230769230769231,0.9110175397125628,3,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_76
4.023809523809524,4.523809523809524,4.1190476190476195,5.261904761904761,3.5476190476190483,France,1995_1_44_77,1995_1_44,77,2.826357977753386,18,4.388888888888889,4.5,4.444444444444445,4.777777777777778,3.277777777777778,1.6881741707394666,6,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_77
3.9090909090909087,4.761363636363637,5.409090909090909,5.374999999999999,3.5909090909090904,France,1995_1_44_78,1995_1_44,78,2.548618861312682,21,3.8837209302325584,5.232558139534884,5.325581395348838,4.744186046511628,2.930232558139535,1.0721701515885687,6,0.424,0.494,1_44,46.1342,6.2058,1995,1,NA,8,16.1,-0.4,1143,14.2,1.3,10.923076923076922,Picea abies,conifers,1_44_78
5.27027027027027,4.243243243243243,2.6216216216216215,4.04054054054054,4.229729729729729,France,1995_1_45_11,1995_1_45,11,2.8679794813949093,19,5.56701030927835,4.020618556701031,4.484536082474227,3.0927835051546393,3.6082474226804124,0.890312410204154,6,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_11
5.414285714285715,3.3571428571428568,2.414285714285714,3.5571428571428574,4.314285714285713,France,1995_1_45_12,1995_1_45,12,2.7699560055972805,17,4.857142857142858,3.877551020408163,4,3.2040816326530615,3.224489795918368,1.260186035689893,6,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_12
5.275862068965518,3.965517241379311,1.8275862068965516,2.5517241379310343,4.482758620689655,France,1995_1_45_13,1995_1_45,13,1.88424284608674,7,3.4736842105263155,3.3684210526315788,2.8421052631578942,3.789473684210526,2.5789473684210527,1.5279043787058466,5,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_13
5.795918367346939,3.020408163265306,2.3061224489795924,2.734693877551021,4.326530612244898,France,1995_1_45_14,1995_1_45,14,2.5441797376405706,14,5.238095238095238,4.0476190476190474,4.285714285714286,3.1666666666666665,3.571428571428571,0.8920364055375217,4,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_14
5.550000000000001,4.725,3.275,4.1000000000000005,4.575,France,1995_1_45_15,1995_1_45,15,2.5375869076169133,14,5.714285714285714,3.904761904761905,4.738095238095238,3.1190476190476195,3.75,0.44710981313339015,4,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_15
5.424242424242425,4.363636363636364,2.121212121212121,3.545454545454546,4.545454545454546,France,1995_1_45_16,1995_1_45,16,2.38686459369101,12,4.875,4.5,3.5,3.5,2.9375,1.506759834258489,5,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_16
5.375,2.8,1.9500000000000002,2.275,4.45,France,1995_1_45_17,1995_1_45,17,2.3085142246483747,11,4.606557377049181,3.9672131147540983,3.8032786885245904,3.3278688524590163,2.8852459016393444,1.7103697273851663,9,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_17
5.575,4.125,2.6500000000000004,3.2,4.525,France,1995_1_45_18,1995_1_45,18,2.5375869076169133,14,3.6,3.5000000000000004,2.9499999999999997,3.75,2,1.8444397270569681,7,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_18
5.204545454545454,4.170454545454547,2.8522727272727275,4.193181818181818,4.420454545454546,France,1995_1_45_21,1995_1_45,21,3.0553220062910924,23,5.56701030927835,4.020618556701031,4.484536082474227,3.0927835051546393,3.6082474226804124,0.890312410204154,6,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_21
5.402777777777779,3.333333333333333,2.444444444444444,3.6527777777777786,4.347222222222221,France,1995_1_45_22,1995_1_45,22,2.819943328560981,18,4.857142857142858,3.877551020408163,4,3.2040816326530615,3.224489795918368,1.260186035689893,6,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_22
5.644444444444444,3.222222222222222,2.0444444444444443,2.488888888888889,4.266666666666667,France,1995_1_45_23,1995_1_45,23,2.4008447399749206,12,3.4736842105263155,3.3684210526315788,2.8421052631578942,3.789473684210526,2.5789473684210527,1.5279043787058466,5,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_23
5.719298245614034,3.12280701754386,2.3859649122807016,2.9824561403508767,4.3508771929824555,France,1995_1_45_24,1995_1_45,24,2.6265166673739557,15,5.238095238095238,4.0476190476190474,4.285714285714286,3.1666666666666665,3.571428571428571,0.8920364055375217,4,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_24
5.723076923076925,3.6461538461538465,2.9692307692307693,3.6923076923076934,4.569230769230771,France,1995_1_45_25,1995_1_45,25,2.8468849672689696,19,5.714285714285714,3.904761904761905,4.738095238095238,3.1190476190476195,3.75,0.44710981313339015,4,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_25
5.510638297872341,3.8085106382978724,2.1063829787234045,3.1914893617021276,4.595744680851064,France,1995_1_45_26,1995_1_45,26,2.474656259116168,13,4.875,4.5,3.5,3.5,2.9375,1.506759834258489,5,NA,NA,1_45,43.2631,2.2605,1995,1,NA,13.4,20.8,6,733,16.2,1.58,10.253164556962025,Picea abies,conifers,1_45_26
